attack_method,dataset,number,ground_truth,software_output,BLEU,Meteor,BERTScore,InferSent,InferSent_dis,SBERT,SBERT_dis,SimCSE,SimCSE_dis,NC,NBC,TKNC,BKNC,SemEval,SynEval,,adv_text,ori_text,consistency,fluency,label,difficulty
pso,snli,373,1,0,0.889526036,0.956162415,0.9762038,0.96898055,0.65523456,0.9810686,1.42211599,0.98163414,0.191655351,0.463141026,0.845252404,0.929086538,0.927884615,0.931504357,0.222387887,,[[[[Premise]]]]: A group of Indian men clean a little girls shoe with a toothbrush and paste.>>>>[[[[Hypothesis]]]]: A group of men are [[mopping]] a shoe.,[[[[Premise]]]]: A group of Indian men clean a little girls shoe with a toothbrush and paste.>>>>[[[[Hypothesis]]]]: A group of men are [[cleaning]] a shoe.,4.0,2.5,1.0,3.5
bae,snli,32,1,0,0.876156078,0.926880811,0.95198715,0.86043966,1.169844189,0.76193434,4.838093466,0.7812093,0.661499422,0.458834135,0.845552885,0.907451923,0.905048077,0.618820858,0.174005352,,[[[[Premise]]]]: a [[girl]] with a blue jacket look at items.>>>>[[[[Hypothesis]]]]: A man looks at things.,[[[[Premise]]]]: a [[man]] with a blue jacket look at items.>>>>[[[[Hypothesis]]]]: A man looks at things.,1.3333333333333333,1.5,0.0,3.6666666666666665
bae,snli,356,0,2,0.839432708,0.931972789,0.9521926,0.95720065,0.807565814,0.8590318,3.884068311,0.89998585,0.447245194,0.456229968,0.832832532,0.875,0.883814103,0.754990661,0.193173501,,"[[[[Premise]]]]: Two women, one walking her dog the other pushing a [[shovel]].>>>>[[[[Hypothesis]]]]: There is a snowstorm.","[[[[Premise]]]]: Two women, one walking her dog the other pushing a [[stroller]].>>>>[[[[Hypothesis]]]]: There is a snowstorm.",1.25,3.6666666666666665,2.0,4.666666666666667
bae,snli,128,0,2,0.940035717,0.962935569,0.9487759,0.8952013,1.261662966,0.9520048,1.977791266,0.95733166,0.292124571,0.458233173,0.845252404,0.852163462,0.856169872,0.80240854,0.195493696,,"[[[[Premise]]]]: A small baby, possibly a newborn is being bathed by a person in blue scrubs wearing protective gloves.>>>>[[[[Hypothesis]]]]: The small baby is in it's crib sound [[morning]].","[[[[Premise]]]]: A small baby, possibly a newborn is being bathed by a person in blue scrubs wearing protective gloves.>>>>[[[[Hypothesis]]]]: The small baby is in it's crib sound [[asleep]].",1.5,1.3333333333333333,2.0,4.25
alzantot,snli,334,0,1,0.74887741,0.934966054,0.96310824,0.9764071,0.581979225,0.9502619,1.827586488,0.9702571,0.243897475,0.462139423,0.84364984,0.941907051,0.938301282,0.962376249,0.175985963,,"[[[[Premise]]]]: At an outdoor event in an Asian-themed area, a crowd congregates as one [[individual]] in a yellow Chinese dragon [[getup]] confronts the camera.>>>>[[[[Hypothesis]]]]: A single [[guy]] is next to a camera","[[[[Premise]]]]: At an outdoor event in an Asian-themed area, a crowd congregates as one [[person]] in a yellow Chinese dragon [[costume]] confronts the camera.>>>>[[[[Hypothesis]]]]: A single [[man]] is next to a camera",5.0,2.6666666666666665,0.0,4.0
alzantot,snli,89,2,0,0.866641573,0.922809829,0.9233013,0.8275162,1.258653181,0.6807658,5.414932994,0.8304341,0.582350269,0.464042468,0.845252404,0.901442308,0.899038462,0.704754266,0.195274046,,[[[[Premise]]]]: A couple of friends have a drink.>>>>[[[[Hypothesis]]]]: Two men are at a [[lawyer]].,[[[[Premise]]]]: A couple of friends have a drink.>>>>[[[[Hypothesis]]]]: Two men are at a [[bar]].,1.0,1.75,0.0,4.25
bae,snli,54,1,2,0.878741909,0.951904762,0.9724854,0.99451727,0.279113448,0.9869979,1.107393926,0.99462473,0.103685516,0.467347756,0.84375,0.955128205,0.954727564,0.954168004,0.231153617,,[[[[Premise]]]]: Three men and two women stand facing the [[shore]] from the shore on a sunny day.>>>>[[[[Hypothesis]]]]: People stand facing the ocean.,[[[[Premise]]]]: Three men and two women stand facing the [[ocean]] from the shore on a sunny day.>>>>[[[[Hypothesis]]]]: People stand facing the ocean.,1.5,1.75,0.0,4.0
pso,snli,360,0,2,0.857892809,0.936388889,0.95508754,0.9025685,1.001287058,0.946892,2.188253432,0.95356864,0.304734183,0.466346154,0.844851763,0.896634615,0.891826923,0.850203109,0.185990089,,[[[[Premise]]]]: A lady in a red sweatshirt opening a present.>>>>[[[[Hypothesis]]]]: The lady is wearing a [[sexy]] shirt.,[[[[Premise]]]]: A lady in a red sweatshirt opening a present.>>>>[[[[Hypothesis]]]]: The lady is wearing a [[blue]] shirt.,2.3333333333333335,3.0,0.0,3.5
alzantot,snli,247,0,2,0.828247753,0.931972789,0.9364708,0.9846529,0.458147056,0.9793411,1.492100138,0.95713496,0.292797363,0.467447917,0.840745192,0.859375,0.86338141,0.866306531,0.201887417,,[[[[Premise]]]]: An african american woman with 2 young girls.>>>>[[[[Hypothesis]]]]: There is a [[bloke]] with his daughters.,[[[[Premise]]]]: An african american woman with 2 young girls.>>>>[[[[Hypothesis]]]]: There is a [[man]] with his daughters.,3.6666666666666665,3.3333333333333335,0.0,3.5
bae,snli,374,1,0,0.70945211,0.868097826,0.91208994,0.9155992,1.054236146,0.8666739,2.89819329,0.8513964,0.545167319,0.462139423,0.841846955,0.814903846,0.8125,0.784338564,0.255989016,,"[[[[Premise]]]]: A man and a [[girl]] are sitting at a table outside, next to a small flower [[room]].>>>>[[[[Hypothesis]]]]: [[every]] man and woman are outside.","[[[[Premise]]]]: A man and a [[woman]] are sitting at a table outside, next to a small flower [[garden]].>>>>[[[[Hypothesis]]]]: [[The]] man and woman are outside.",2.5,2.5,2.0,3.75
alzantot,snli,122,1,0,0.909593063,0.964089751,0.98983586,0.97602844,0.534731192,0.96916395,1.564866457,0.9572677,0.292343263,0.457732372,0.843950321,0.959535256,0.957532051,0.918436384,0.168266405,,"[[[[Premise]]]]: two wrestlers wrestling, the one on the bottom is in submission and could possibly be in pain.>>>>[[[[Hypothesis]]]]: One [[boxer]] wrestles the other onto the bottom in their fight","[[[[Premise]]]]: two wrestlers wrestling, the one on the bottom is in submission and could possibly be in pain.>>>>[[[[Hypothesis]]]]: One [[wrestler]] wrestles the other onto the bottom in their fight",4.333333333333333,2.75,1.0,3.5
pso,snli,355,0,2,0.889526036,0.956162415,0.9706553,0.9273375,0.959267779,0.92141116,2.583226575,0.9212164,0.396947557,0.453926282,0.845152244,0.945913462,0.935897436,0.872111171,0.221701725,,[[[[Premise]]]]: A young man standing on a plank of wood and using a large saw to cut it.>>>>[[[[Hypothesis]]]]: A young [[blond]] is cutting wood.,[[[[Premise]]]]: A young man standing on a plank of wood and using a large saw to cut it.>>>>[[[[Hypothesis]]]]: A young [[girl]] is cutting wood.,1.6666666666666667,2.5,1.0,3.0
pso,snli,289,2,0,0.927898272,0.967598566,0.98494196,0.98637915,0.466726507,0.9820466,1.288369531,0.98121417,0.193834085,0.467748397,0.844250801,0.938301282,0.931891026,0.854899991,0.252923246,,"[[[[Premise]]]]: Two boys, one wearing green, the other in yellow, are playing with sidewalk chalk, drawing pictures on the ground.>>>>[[[[Hypothesis]]]]: There are two boys drawing lewd pictures in [[clay]] on the ground.","[[[[Premise]]]]: Two boys, one wearing green, the other in yellow, are playing with sidewalk chalk, drawing pictures on the ground.>>>>[[[[Hypothesis]]]]: There are two boys drawing lewd pictures in [[chalk]] on the ground.",3.3333333333333335,3.75,2.0,3.0
pso,snli,283,0,2,0.849232664,0.943675509,0.9201986,0.93171495,0.85546996,0.91314554,2.584312629,0.87644374,0.497104376,0.459635417,0.844651442,0.919070513,0.918269231,0.699273229,0.205069756,,[[[[Premise]]]]: The people ride down the road on sleds.>>>>[[[[Hypothesis]]]]: The people are on the [[peripheral]] going to the museum,[[[[Premise]]]]: The people ride down the road on sleds.>>>>[[[[Hypothesis]]]]: The people are on the [[bus]] going to the museum,2.75,2.6666666666666665,2.0,3.5
bae,snli,354,0,2,0.643234389,0.837097506,0.87352616,0.93713063,1.049503953,0.95134056,2.005073918,0.9083721,0.428083862,0.459134615,0.844451122,0.933894231,0.935496795,0.839492273,0.099665149,,"[[[[Premise]]]]: [[the]] father helps his son ride a bike [[with]] dry, and dusty dirt accompanied by his sister [[huddled]] in a green [[bed]].>>>>[[[[Hypothesis]]]]: Someone is sleeping","[[[[Premise]]]]: [[A]] father helps his son ride a bike [[across]] dry, and dusty dirt accompanied by his sister [[adorned]] in a green [[dress]].>>>>[[[[Hypothesis]]]]: Someone is sleeping",2.0,3.6666666666666665,2.0,4.0
alzantot,snli,242,0,2,0.568109683,0.85515873,0.8533596,0.85334766,1.210538807,0.5746627,7.03378003,0.6395368,0.84907384,0.457632212,0.84364984,0.858974359,0.842948718,0.59660489,0.078584638,,[[[[Premise]]]]: [[Camel]] on wet road while [[fella]] hangs on back.>>>>[[[[Hypothesis]]]]: racing on a [[drying]] road.,[[[[Premise]]]]: [[Racing]] on wet road while [[man]] hangs on back.>>>>[[[[Hypothesis]]]]: racing on a [[dry]] road.,3.0,2.25,1.0,4.0
bae,snli,381,1,0,0.897954214,0.941061581,0.98100096,0.97382104,0.513283758,0.98428875,1.16510186,0.98012507,0.199373693,0.464543269,0.839543269,0.86338141,0.874599359,0.942374581,0.266800435,,[[[[Premise]]]]: A man under a running shower with shampoo in his hair.>>>>[[[[Hypothesis]]]]: A man is taking a [[bath]].,[[[[Premise]]]]: A man under a running shower with shampoo in his hair.>>>>[[[[Hypothesis]]]]: A man is taking a [[shower]].,3.25,2.0,1.0,3.25
alzantot,snli,147,2,0,0.957347972,0.957270006,0.9866069,0.9852041,0.488360676,0.9899957,0.904385257,0.98758554,0.157571558,0.450520833,0.845052083,0.927884615,0.926682692,0.911356521,0.157864845,,[[[[Premise]]]]: A soccer ball is above the head of a man wearing black shorts and red and black striped shirt.>>>>[[[[Hypothesis]]]]: A tall person in [[pants]],[[[[Premise]]]]: A soccer ball is above the head of a man wearing black shorts and red and black striped shirt.>>>>[[[[Hypothesis]]]]: A tall person in [[shorts]],4.0,2.75,2.0,3.0
alzantot,snli,367,2,1,0.577796617,0.873986928,0.9008057,0.8178052,1.408645499,0.91798884,2.837589209,0.88095427,0.487946199,0.457632212,0.844551282,0.862580128,0.866185897,0.80997206,0.169594241,,[[[[Premise]]]]: A man in all black [[garment]] does a breakdancing move.>>>>[[[[Hypothesis]]]]: The [[fella]] is dancing on the [[rue]].,[[[[Premise]]]]: A man in all black [[clothes]] does a breakdancing move.>>>>[[[[Hypothesis]]]]: The [[man]] is dancing on the [[street]].,3.3333333333333335,4.333333333333333,2.0,4.0
bae,snli,82,1,0,0.83711701,0.926880811,0.9425625,0.91481596,1.050404508,0.74673843,5.433397626,0.88372725,0.482229724,0.458032853,0.842748397,0.872195513,0.862980769,0.812204754,0.250662667,,[[[[Premise]]]]: A black [[girl]] carrying a hanging flower pot.>>>>[[[[Hypothesis]]]]: A dog carrying a flower pot.,[[[[Premise]]]]: A black [[dog]] carrying a hanging flower pot.>>>>[[[[Hypothesis]]]]: A dog carrying a flower pot.,1.0,3.25,0.0,3.6666666666666665
pso,snli,105,2,0,0.77219479,0.890354938,0.89405596,0.95827734,0.727439143,0.93455637,2.204740876,0.9108695,0.422209833,0.460336538,0.845953526,0.895833333,0.885817308,0.778552422,0.203263264,,[[[[Premise]]]]: An older woman sits at a table in a tank top and skirt.>>>>[[[[Hypothesis]]]]: A [[womenfolk]] is [[tarrying]] for her drink,[[[[Premise]]]]: An older woman sits at a table in a tank top and skirt.>>>>[[[[Hypothesis]]]]: A [[woman]] is [[waiting]] for her drink,3.6666666666666665,3.6666666666666665,2.0,3.75
pso,snli,41,2,0,0.894225554,0.956162415,0.9543996,0.98350704,0.527960618,0.94316536,2.081238158,0.9632012,0.271288801,0.462540064,0.845953526,0.918669872,0.909855769,0.808420148,0.141939368,,"[[[[Premise]]]]: A woman wearing a white baseball cap purple coat holding a poster.>>>>[[[[Hypothesis]]]]: A woman is holding a [[charcoal]], rooting for her favorite team.","[[[[Premise]]]]: A woman wearing a white baseball cap purple coat holding a poster.>>>>[[[[Hypothesis]]]]: A woman is holding a [[poster]], rooting for her favorite team.",2.25,2.6666666666666665,1.0,3.0
bae,snli,337,2,0,0.903602004,0.943675509,0.9675781,0.9533726,0.706643893,0.974973,1.491600898,0.9441041,0.334352859,0.463241186,0.845252404,0.922275641,0.921875,0.873415053,0.301696207,,[[[[Premise]]]]: A [[person]] and a man are on stage dancing with flexibility.>>>>[[[[Hypothesis]]]]: A brother and sister are dancing together.,[[[[Premise]]]]: A [[lady]] and a man are on stage dancing with flexibility.>>>>[[[[Hypothesis]]]]: A brother and sister are dancing together.,4.25,3.5,2.0,4.5
pso,snli,126,0,1,0.903602004,0.944348328,0.983876,0.9452593,0.825159869,0.93464845,2.352416898,0.96594226,0.26098921,0.45322516,0.844651442,0.838942308,0.829326923,0.902746445,0.218465907,,[[[[Premise]]]]: A young child sits on the floor and leans against a map to eat.>>>>[[[[Hypothesis]]]]: The child is [[resting]].,[[[[Premise]]]]: A young child sits on the floor and leans against a map to eat.>>>>[[[[Hypothesis]]]]: The child is [[sleeping]].,3.25,3.3333333333333335,0.0,4.0
bae,snli,318,1,2,0.839432708,0.936388889,0.9427261,0.9559335,0.570174175,0.97333765,1.853658674,0.9675449,0.254774998,0.460036058,0.845552885,0.913060897,0.900240385,0.920725,0.223483767,,[[[[Premise]]]]: A man is carrying a [[person]] on his shoulders.>>>>[[[[Hypothesis]]]]: A child is on a mans shoulders.,[[[[Premise]]]]: A man is carrying a [[child]] on his shoulders.>>>>[[[[Hypothesis]]]]: A child is on a mans shoulders.,4.75,3.3333333333333335,1.0,4.333333333333333
pso,snli,191,0,1,0.891159343,0.922809829,0.96309996,0.92103475,1.100562348,0.9186394,2.759509525,0.9043361,0.437410693,0.458333333,0.844250801,0.830528846,0.822916667,0.809525061,0.186476226,,[[[[Premise]]]]: A young girl who is barefoot and with a scarf over her head dips her pen in ink and writes in a notebook.>>>>[[[[Hypothesis]]]]: [[canine]] chases [[ounce]],[[[[Premise]]]]: A young girl who is barefoot and with a scarf over her head dips her pen in ink and writes in a notebook.>>>>[[[[Hypothesis]]]]: [[dog]] chases [[squirrel]],2.5,1.6666666666666667,2.0,4.666666666666667
checklist,snli,164,2,1,0.815355104,0.926880811,0.9335837,0.95268923,0.699725067,0.9301958,2.569655172,0.9155715,0.41092214,0.45693109,0.844951923,0.922676282,0.925080128,0.864210081,0.166638357,,[[[[Premise]]]]: A man in a red shirt entering an establishment.>>>>[[[[Hypothesis]]]]: [[Yair]] walked into the store.,[[[[Premise]]]]: A man in a red shirt entering an establishment.>>>>[[[[Hypothesis]]]]: [[Bob]] walked into the store.,3.25,2.3333333333333335,2.0,4.25
pso,snli,253,2,0,0.90251398,0.959569231,0.96294254,0.9689826,0.656166929,0.8904051,2.877711588,0.901636,0.443540333,0.458333333,0.845052083,0.897836538,0.887419872,0.681967849,0.19059139,,[[[[Premise]]]]: A man selling or buying oranges on a cart in an outside supermarket.>>>>[[[[Hypothesis]]]]: A [[militia]] is outside on a cloudy day in front of a store.,[[[[Premise]]]]: A man selling or buying oranges on a cart in an outside supermarket.>>>>[[[[Hypothesis]]]]: A [[man]] is outside on a cloudy day in front of a store.,1.3333333333333333,3.0,2.0,3.5
pso,snli,304,2,0,0.921050021,0.967709417,0.9607523,0.97654593,0.598970714,0.98542225,1.035171445,0.9433337,0.336649131,0.456029647,0.84364984,0.874599359,0.876201923,0.846128535,0.185518052,,"[[[[Premise]]]]: An old woman in a sunlit room winds rough yarn into balls, the finished yarn balls placed in a pile to her right.>>>>[[[[Hypothesis]]]]: A woman [[snarls]] yarn to help pay her rent","[[[[Premise]]]]: An old woman in a sunlit room winds rough yarn into balls, the finished yarn balls placed in a pile to her right.>>>>[[[[Hypothesis]]]]: A woman [[winds]] yarn to help pay her rent",4.0,3.25,2.0,3.0
bae,snli,48,1,2,0.849232664,0.940257353,0.9817316,0.99478245,0.261478964,0.98643166,1.217103383,0.98103094,0.19477769,0.463241186,0.845953526,0.96875,0.96875,0.946676964,0.238166322,,[[[[Premise]]]]: Boy wearing a blue hoodie jumps over a [[railing]] railing.>>>>[[[[Hypothesis]]]]: A boy jumps over a stair railing.,[[[[Premise]]]]: Boy wearing a blue hoodie jumps over a [[stair]] railing.>>>>[[[[Hypothesis]]]]: A boy jumps over a stair railing.,3.3333333333333335,2.0,1.0,3.6666666666666665
alzantot,snli,176,1,0,0.921058932,0.954493919,0.9793657,0.9708602,0.664010636,0.99032456,0.89883174,0.9849034,0.173762051,0.464042468,0.844250801,0.911057692,0.91025641,0.916576082,0.165717987,,[[[[Premise]]]]: Two little Asian kids are dressed warmly in colorful jackets while standing on the playground.>>>>[[[[Hypothesis]]]]: The children are dressed in warm [[dresses]].,[[[[Premise]]]]: Two little Asian kids are dressed warmly in colorful jackets while standing on the playground.>>>>[[[[Hypothesis]]]]: The children are dressed in warm [[clothing]].,3.6666666666666665,2.6666666666666665,1.0,3.75
bae,snli,259,0,2,0.878741909,0.951904762,0.947724,0.9385867,0.947909468,0.8733772,3.293618195,0.88293475,0.483870442,0.459735577,0.845853365,0.90224359,0.898237179,0.856854749,0.306904318,,[[[[Premise]]]]: A little girl in pink boots [[says]] down the street.>>>>[[[[Hypothesis]]]]: A little girl in pink boots is sitting in a chair.,[[[[Premise]]]]: A little girl in pink boots [[runs]] down the street.>>>>[[[[Hypothesis]]]]: A little girl in pink boots is sitting in a chair.,2.6666666666666665,2.3333333333333335,2.0,2.3333333333333335
bae,snli,171,1,0,0.915710375,0.966508125,0.9697322,0.9948353,0.263399679,0.94977456,1.733869989,0.96692365,0.257202038,0.455829327,0.845452724,0.927884615,0.922676282,0.811348802,0.209873322,,[[[[Premise]]]]: A man in a black shirt is smiling at a [[dude]] in a black shirt what a tattoo and a eye brow ring.>>>>[[[[Hypothesis]]]]: A man is smiling at a woman.,[[[[Premise]]]]: A man in a black shirt is smiling at a [[woman]] in a black shirt what a tattoo and a eye brow ring.>>>>[[[[Hypothesis]]]]: A man is smiling at a woman.,1.0,1.6666666666666667,0.0,4.0
alzantot,snli,214,1,2,0.894225554,0.958018273,0.9468414,0.97024024,0.657880294,0.9822107,1.187672196,0.9633013,0.270919535,0.456430288,0.844751603,0.898637821,0.892628205,0.832026994,0.314980071,,[[[[Premise]]]]: A man and woman sit on a dock looking out over the water on an overcast day.>>>>[[[[Hypothesis]]]]: The day is [[pessimistic]] and poorly lit.,[[[[Premise]]]]: A man and woman sit on a dock looking out over the water on an overcast day.>>>>[[[[Hypothesis]]]]: The day is [[gloomy]] and poorly lit.,3.6666666666666665,4.333333333333333,1.0,2.3333333333333335
bae,snli,91,1,2,0.943887205,0.967598566,0.9849099,0.982719,0.47257099,0.98265386,1.201361089,0.9849484,0.173502989,0.461738782,0.844150641,0.948317308,0.953525641,0.898264724,0.288922848,,[[[[Premise]]]]: Two [[people]] and a man are in a sporty red convertible in front of a large group of people on the sidewalk.>>>>[[[[Hypothesis]]]]: Two women are in a car with a man.,[[[[Premise]]]]: Two [[women]] and a man are in a sporty red convertible in front of a large group of people on the sidewalk.>>>>[[[[Hypothesis]]]]: Two women are in a car with a man.,4.666666666666667,3.3333333333333335,1.0,3.6666666666666665
pso,snli,32,1,2,0.876156078,0.928360101,0.95331883,0.8865972,1.051414995,0.7987004,4.512890292,0.8159143,0.606771439,0.462740385,0.845552885,0.862980769,0.849358974,0.731894994,0.18020971,,[[[[Premise]]]]: a man with a blue jacket look at items.>>>>[[[[Hypothesis]]]]: A man looks at [[tides]].,[[[[Premise]]]]: a man with a blue jacket look at items.>>>>[[[[Hypothesis]]]]: A man looks at [[things]].,1.6666666666666667,2.6666666666666665,2.0,3.6666666666666665
pso,snli,346,2,0,0.93365107,0.971608166,0.98304707,0.99042076,0.407968646,0.8950098,2.706988736,0.8799254,0.490050439,0.453625801,0.845753205,0.925080128,0.916266026,0.738536307,0.259270408,,[[[[Premise]]]]: A young man dressed in black dress clothes lies down with his head resting in the lap of an older man in plain clothes.>>>>[[[[Hypothesis]]]]: One [[ape]] is dressed up for a night out while the other is not.,[[[[Premise]]]]: A young man dressed in black dress clothes lies down with his head resting in the lap of an older man in plain clothes.>>>>[[[[Hypothesis]]]]: One [[man]] is dressed up for a night out while the other is not.,1.5,3.3333333333333335,2.0,3.6666666666666665
bae,snli,136,0,2,0.815355104,0.926880811,0.89942944,0.8876592,1.172587055,0.8702708,3.636388174,0.8574115,0.534019694,0.457832532,0.845853365,0.856971154,0.854567308,0.681832331,0.141487699,,[[[[Premise]]]]: A man is sitting outside next to fruit.>>>>[[[[Hypothesis]]]]: A man [[waiting]] on a car.,[[[[Premise]]]]: A man is sitting outside next to fruit.>>>>[[[[Hypothesis]]]]: A man [[sleeps]] on a car.,2.3333333333333335,1.6666666666666667,2.0,4.666666666666667
pso,snli,181,1,0,0.935369573,0.972889556,0.9748307,0.97349596,0.665579844,0.9900935,0.892296554,0.96919703,0.248205617,0.462940705,0.843249199,0.946714744,0.951522436,0.840229052,0.185731363,,"[[[[Premise]]]]: An Asian badminton player at the Olympics is sprawled on the court, face down with his racket at his side.>>>>[[[[Hypothesis]]]]: A sports contestant in an international [[equestrian]], is on the ground still holding onto his sporting equipment.","[[[[Premise]]]]: An Asian badminton player at the Olympics is sprawled on the court, face down with his racket at his side.>>>>[[[[Hypothesis]]]]: A sports contestant in an international [[competition]], is on the ground still holding onto his sporting equipment.",1.6666666666666667,2.6666666666666665,0.0,4.0
pso,snli,362,0,1,0.876156078,0.928360101,0.9828661,0.96596265,0.673632535,0.98874575,1.116804729,0.9662143,0.259944824,0.468149038,0.844250801,0.905048077,0.897035256,0.928174728,0.242225203,,[[[[Premise]]]]: A man is herding horned cows on a horse.>>>>[[[[Hypothesis]]]]: A man is herding [[livestock]].,[[[[Premise]]]]: A man is herding horned cows on a horse.>>>>[[[[Hypothesis]]]]: A man is herding [[sheep]].,3.0,3.3333333333333335,1.0,4.666666666666667
alzantot,snli,368,1,2,0.83711701,0.92244898,0.94684875,0.9662877,0.660366652,0.96202844,1.87442888,0.9585176,0.28803651,0.466346154,0.844350962,0.869791667,0.875801282,0.917396891,0.166963418,,[[[[Premise]]]]: a brown and a black dog play in a field>>>>[[[[Hypothesis]]]]: There is a [[terrier]] outside.,[[[[Premise]]]]: a brown and a black dog play in a field>>>>[[[[Hypothesis]]]]: There is a [[dog]] outside.,4.333333333333333,3.25,1.0,3.3333333333333335
pso,snli,123,1,0,0.839432708,0.933823529,0.93838906,0.97267085,0.552468969,0.9577385,2.098629444,0.9359928,0.357791246,0.467447917,0.844851763,0.919871795,0.919871795,0.824052799,0.294347112,,[[[[Premise]]]]: A mom and son enjoying a day in the park.>>>>[[[[Hypothesis]]]]: A [[grandparent]] and son enjoying a day,[[[[Premise]]]]: A mom and son enjoying a day in the park.>>>>[[[[Hypothesis]]]]: A [[mom]] and son enjoying a day,2.6666666666666665,2.3333333333333335,0.0,3.3333333333333335
bae,snli,249,1,2,0.915710375,0.965341309,0.9863146,0.9885369,0.452694153,0.94656605,2.184786853,0.923728,0.390568916,0.460536859,0.839042468,0.931490385,0.938301282,0.817998195,0.19902281,,"[[[[Premise]]]]: Nine women in blue and purple dresses and one man wearing a purple shirt and black pants, [[dance]] while a man dressed in black dances.>>>>[[[[Hypothesis]]]]: There are people clapping.","[[[[Premise]]]]: Nine women in blue and purple dresses and one man wearing a purple shirt and black pants, [[clap]] while a man dressed in black dances.>>>>[[[[Hypothesis]]]]: There are people clapping.",1.6666666666666667,2.3333333333333335,2.0,3.3333333333333335
pso,snli,100,1,0,0.947583374,0.978401641,0.97696894,0.99877226,0.160608473,0.9467803,1.64115052,0.9372877,0.354153565,0.461738782,0.844150641,0.900641026,0.898237179,0.719116516,0.192517571,,"[[[[Premise]]]]: A lone, 2-3 year old blond child in a blue jacket is putting a small black plastic item in his mouth as he kneels on a waiting room couch pointed toward the back while looking at something or someone not in the room.>>>>[[[[Hypothesis]]]]: The [[bambino]] is blonde.","[[[[Premise]]]]: A lone, 2-3 year old blond child in a blue jacket is putting a small black plastic item in his mouth as he kneels on a waiting room couch pointed toward the back while looking at something or someone not in the room.>>>>[[[[Hypothesis]]]]: The [[child]] is blonde.",3.5,3.75,1.0,3.6666666666666665
alzantot,snli,165,2,0,0.806182342,0.902670342,0.9058706,0.92920643,1.096134126,0.8624286,2.788368411,0.8987459,0.450009211,0.46103766,0.844651442,0.895432692,0.893028846,0.776483566,0.147149275,,"[[[[Premise]]]]: Two men, both have glasses, are wearing striped shirts are in the kitchen preparing a meal and washing up.>>>>[[[[Hypothesis]]]]: Two men are fixing their [[handcuffs]] a romantic [[dining]] for Valentine's [[Dias]].","[[[[Premise]]]]: Two men, both have glasses, are wearing striped shirts are in the kitchen preparing a meal and washing up.>>>>[[[[Hypothesis]]]]: Two men are fixing their [[wives]] a romantic [[dinner]] for Valentine's [[Day]].",2.3333333333333335,2.0,2.0,2.6666666666666665
bae,snli,219,1,0,0.866641573,0.920940171,0.9378013,0.9265862,0.948621304,0.887072,3.512598789,0.9036706,0.438929309,0.466846955,0.844551282,0.903846154,0.899038462,0.815719491,0.253862234,,[[[[Premise]]]]: Four [[skaters]] performing a cheer on court at UCLA.>>>>[[[[Hypothesis]]]]: Cheerleaders performing a cheer.,[[[[Premise]]]]: Four [[cheerleaders]] performing a cheer on court at UCLA.>>>>[[[[Hypothesis]]]]: Cheerleaders performing a cheer.,2.6666666666666665,3.0,0.0,3.0
pso,snli,24,0,1,0.720039135,0.88335458,0.94057274,0.90747815,1.172157449,0.90009594,2.926932544,0.9472723,0.324739132,0.463141026,0.839443109,0.876201923,0.878605769,0.908812404,0.072980034,,[[[[Premise]]]]: Blue race car raises dust cloud on road as spectators take photos.>>>>[[[[Hypothesis]]]]: A [[automobile]] parked on a [[conveyance]] [[vessel]].,[[[[Premise]]]]: Blue race car raises dust cloud on road as spectators take photos.>>>>[[[[Hypothesis]]]]: A [[car]] parked on a [[ferry]] [[boat]].,4.666666666666667,2.5,0.0,3.6666666666666665
pso,snli,334,0,1,0.918467802,0.967598566,0.98218924,0.98301166,0.496395338,0.9805955,1.196186211,0.9358999,0.358050834,0.458032853,0.842247596,0.943108974,0.938701923,0.804098517,0.172268326,,"[[[[Premise]]]]: At an outdoor event in an Asian-themed area, a crowd congregates as one person in a yellow Chinese dragon costume confronts the camera.>>>>[[[[Hypothesis]]]]: A [[odd]] man is next to a camera","[[[[Premise]]]]: At an outdoor event in an Asian-themed area, a crowd congregates as one person in a yellow Chinese dragon costume confronts the camera.>>>>[[[[Hypothesis]]]]: A [[single]] man is next to a camera",4.0,3.6666666666666665,0.0,2.6666666666666665
bae,snli,26,2,1,0.941435682,0.977223561,0.9880738,0.99202156,0.361935729,0.9947766,0.629837929,0.98852247,0.151509486,0.465444712,0.839342949,0.96875,0.969551282,0.942190075,0.164179707,,[[[[Premise]]]]: Boys on a field playing flag football with one boy wearing the red flag clutching the football while a boy with a yellow flag dives to get his red flag.>>>>[[[[Hypothesis]]]]: A boy dives to get the flag to [[complete]] the game of flag football,[[[[Premise]]]]: Boys on a field playing flag football with one boy wearing the red flag clutching the football while a boy with a yellow flag dives to get his red flag.>>>>[[[[Hypothesis]]]]: A boy dives to get the flag to [[end]] the game of flag football,5.0,3.0,2.0,3.6666666666666665
