attack_method,dataset,number,ground_truth,software_output,BLEU,Meteor,BERTScore,InferSent,InferSent_dis,SBERT,SBERT_dis,SimCSE,SimCSE_dis,NC,NBC,TKNC,BKNC,SemEval,SynEval,,adv_text,ori_text,fluency,consistency,label,difficulty
bae,mnli,165,1,0,0.927898272,0.970480203,0.98512334,0.99508387,0.219019414,0.9794042,0.888794216,0.95657384,0.294707024,0.459535256,0.844951923,0.940705128,0.938701923,0.864645374,0.270321544,,"[[[[Premise]]]]: If the collecting entity transfers the nonexchange revenue to the [[state]] Fund or another entity, the amount is accounted for as a custodial activity by the collecting entity.>>>>[[[[Hypothesis]]]]: The General Fund handles nonexchange revenue.","[[[[Premise]]]]: If the collecting entity transfers the nonexchange revenue to the [[General]] Fund or another entity, the amount is accounted for as a custodial activity by the collecting entity.>>>>[[[[Hypothesis]]]]: The General Fund handles nonexchange revenue.",2.5,2.75,2.0,1.75
pso,mnli,206,2,0,0.753506454,0.863584813,0.896011,0.931337,0.965025614,0.9582991,1.331484722,0.92796016,0.379578163,0.460036058,0.845653045,0.882211538,0.881810897,0.772059509,0.119963378,,"[[[[Premise]]]]: The unintended side effect is radical, direct  In what other state do voters set the tax rates?>>>>[[[[Hypothesis]]]]: There is a [[composite]] [[flock]] effect that was not [[projected]], [[lectured]] the teacher.","[[[[Premise]]]]: The unintended side effect is radical, direct  In what other state do voters set the tax rates?>>>>[[[[Hypothesis]]]]: There is a [[radical]] [[side]] effect that was not [[intended]], [[said]] the teacher.",1.25,2.75,2.0,2.6666666666666665
checklist,mnli,383,1,0,0.957414466,0.981270519,0.9814715,0.998325,0.158865802,0.99536693,0.413284075,0.9756385,0.220732753,0.457732372,0.841446314,0.961538462,0.960336538,0.878878558,0.229001766,,"[[[[Premise]]]]: To help identify solutions to this problem, Senators Fred Thompson and John Glenn, Chairman and Ranking Minority Member, respectively, of the Senate Committee on Governmental Affairs, requested that we study organizations with superior security programs to identify management practices that could benefit federal agencies.>>>>[[[[Hypothesis]]]]: Senators Fred [[Steinman]] requested the study to benefit federal agencies.","[[[[Premise]]]]: To help identify solutions to this problem, Senators Fred Thompson and John Glenn, Chairman and Ranking Minority Member, respectively, of the Senate Committee on Governmental Affairs, requested that we study organizations with superior security programs to identify management practices that could benefit federal agencies.>>>>[[[[Hypothesis]]]]: Senators Fred [[Thompson]] requested the study to benefit federal agencies.",3.0,3.75,1.0,3.0
pso,mnli,347,2,0,0.884151043,0.937170782,0.969386,0.95122886,0.881610625,0.93899906,1.581668066,0.91926116,0.40184285,0.456830929,0.845653045,0.951522436,0.942307692,0.818267894,0.257422245,,"[[[[Premise]]]]: A chancy road winding up to the 475-metre (1,560-foot) summit is likely to test the engine and suspension of your car, as well as your own persistence.>>>>[[[[Hypothesis]]]]: [[Hikers]] often [[collect]] into [[ruins]] trying to reach the summit because their cars weren't able to make it to the top.","[[[[Premise]]]]: A chancy road winding up to the 475-metre (1,560-foot) summit is likely to test the engine and suspension of your car, as well as your own persistence.>>>>[[[[Hypothesis]]]]: [[Tourists]] often [[get]] into [[accidents]] trying to reach the summit because their cars weren't able to make it to the top.",2.6666666666666665,2.0,1.0,2.75
pso,mnli,0,2,0,0.759099481,0.888020833,0.90961653,0.883856,1.092632127,0.9234205,2.150721598,0.79946434,0.633301852,0.460737179,0.84385016,0.915464744,0.921474359,0.758411974,0.174506211,,[[[[Premise]]]]: Anwar el-Sadat succeeded Nasser in 1970.>>>>[[[[Hypothesis]]]]: A neighboring [[duchy]] was the main influence in the switch of [[hydro]].,[[[[Premise]]]]: Anwar el-Sadat succeeded Nasser in 1970.>>>>[[[[Hypothesis]]]]: A neighboring [[country]] was the main influence in the switch of [[power]].,4.0,2.25,2.0,4.0
bae,mnli,208,1,0,0.894225554,0.951904762,0.9752158,0.99707013,0.205904399,0.9350696,2.314719617,0.9597749,0.28363767,0.458533654,0.843950321,0.892628205,0.889022436,0.919841385,0.329590788,,"[[[[Premise]]]]: Just as in ancient times, without the River Nile, [[arabia]] could not exist.>>>>[[[[Hypothesis]]]]: Without the Nile river, Egypt could not exist.","[[[[Premise]]]]: Just as in ancient times, without the River Nile, [[Egypt]] could not exist.>>>>[[[[Hypothesis]]]]: Without the Nile river, Egypt could not exist.",3.0,4.0,1.0,3.3333333333333335
pso,mnli,46,2,1,0.931610376,0.968619927,0.9751555,0.9791347,0.490154975,0.99762684,0.422906618,0.99229866,0.12410762,0.463141026,0.844951923,0.95713141,0.963141026,0.910686576,0.157322441,,[[[[Premise]]]]: i think Buffalo is an up an coming team they're going to they're showing some real promise for the next uh few years>>>>[[[[Hypothesis]]]]: The team had some good results in [[eventual]] seasons.,[[[[Premise]]]]: i think Buffalo is an up an coming team they're going to they're showing some real promise for the next uh few years>>>>[[[[Hypothesis]]]]: The team had some good results in [[last]] seasons.,1.75,2.3333333333333335,1.0,4.25
bae,mnli,264,2,0,0.956675889,0.981270519,0.98885155,0.9975772,0.21838273,0.9984882,0.269463201,0.9980354,0.062684563,0.465444712,0.843549679,0.965945513,0.962339744,0.957703996,0.21140035,,"[[[[Premise]]]]: For a half millennium or more, Madrid idled as a provincial backwater, rarely noticed on the arid central plains of Castile, until Felipe II plucked it from his royal cap in 1561 and proclaimed it the capital of Spain.>>>>[[[[Hypothesis]]]]: [[in]] Madrid became the capital of Spain, there were massive economic advantages for the region.","[[[[Premise]]]]: For a half millennium or more, Madrid idled as a provincial backwater, rarely noticed on the arid central plains of Castile, until Felipe II plucked it from his royal cap in 1561 and proclaimed it the capital of Spain.>>>>[[[[Hypothesis]]]]: [[After]] Madrid became the capital of Spain, there were massive economic advantages for the region.",3.0,4.5,2.0,3.3333333333333335
alzantot,mnli,142,0,2,0.938552231,0.97360732,0.98566353,0.9918147,0.33956911,0.9973243,0.321785031,0.9711759,0.240100168,0.459535256,0.842047276,0.946714744,0.950320513,0.909718925,0.176137898,,"[[[[Premise]]]]: For instance, one state government CIO attributed his success to his breadth of experience across a variety of financial, retail, and IT units, which facilitates his ability to>>>>[[[[Hypothesis]]]]: There was not a [[sole]] state where it was successful.","[[[[Premise]]]]: For instance, one state government CIO attributed his success to his breadth of experience across a variety of financial, retail, and IT units, which facilitates his ability to>>>>[[[[Hypothesis]]]]: There was not a [[single]] state where it was successful.",2.5,4.5,0.0,3.5
pso,mnli,110,2,0,0.90251398,0.961292308,0.97789645,0.9509547,0.796595431,0.9902557,0.735768892,0.9503793,0.315026374,0.455028045,0.822015224,0.87900641,0.873397436,0.899923956,0.361688984,,[[[[Premise]]]]: LASNNY is one of the oldest and most cost-effective legal services organizations in the United States.>>>>[[[[Hypothesis]]]]: LASNNY is an [[obsolete]] legal services organization in Los Angeles.,[[[[Premise]]]]: LASNNY is one of the oldest and most cost-effective legal services organizations in the United States.>>>>[[[[Hypothesis]]]]: LASNNY is an [[old]] legal services organization in Los Angeles.,4.0,1.0,0.0,4.333333333333333
pso,mnli,269,1,0,0.938552231,0.973069086,0.98655653,0.9827624,0.509349122,0.96895826,1.220059309,0.97902024,0.204840348,0.460737179,0.843549679,0.973958333,0.973557692,0.872166395,0.184622831,,"[[[[Premise]]]]: 36 million could mean the state's legal services for the poor will lose six of their 21 regional offices, the head of a poverty-law resource center said.>>>>[[[[Hypothesis]]]]: The state's [[forensic]] services department could lose a lot of funding.","[[[[Premise]]]]: 36 million could mean the state's legal services for the poor will lose six of their 21 regional offices, the head of a poverty-law resource center said.>>>>[[[[Hypothesis]]]]: The state's [[legal]] services department could lose a lot of funding.",2.6666666666666665,2.6666666666666665,2.0,2.75
pso,mnli,362,1,0,0.974344605,0.985072914,0.9880341,0.99399275,0.340856991,0.9869926,0.714412333,0.96279985,0.272764464,0.45703125,0.844551282,0.960336538,0.949519231,0.822113997,0.215906876,,[[[[Premise]]]]: but uh that has been the major change that we have noticed in gardening and that's about the extent of what we've done just a little bit on the patio and uh and waiting for the the rain to subside so we can  mow we after about a month we finally got to mow this weekend>>>>[[[[Hypothesis]]]]: We have not done much gardening yet because of the [[snowbank]].,[[[[Premise]]]]: but uh that has been the major change that we have noticed in gardening and that's about the extent of what we've done just a little bit on the patio and uh and waiting for the the rain to subside so we can  mow we after about a month we finally got to mow this weekend>>>>[[[[Hypothesis]]]]: We have not done much gardening yet because of the [[rain]].,1.75,2.0,2.0,2.6666666666666665
bae,mnli,38,0,1,0.93790428,0.962935569,0.97619563,0.8808286,1.189801581,0.89868367,2.286065757,0.7543325,0.700953004,0.462640224,0.840544872,0.87099359,0.863782051,0.587792832,0.255305129,,"[[[[Premise]]]]: Four or five from the town rode past, routed by their diminished numbers and the fury of the Kal and Thorn.>>>>[[[[Hypothesis]]]]: Kal and Thorn were very [[frightened]].","[[[[Premise]]]]: Four or five from the town rode past, routed by their diminished numbers and the fury of the Kal and Thorn.>>>>[[[[Hypothesis]]]]: Kal and Thorn were very [[relaxed]].",3.5,2.0,0.0,3.0
alzantot,mnli,148,2,1,0.80032032,0.920940171,0.96019095,0.95037466,0.675511524,0.9765061,1.26903292,0.97458845,0.225439855,0.455428686,0.844451122,0.945512821,0.947916667,0.941233796,0.189706613,,[[[[Premise]]]]: that would be good what'd you say>>>>[[[[Hypothesis]]]]: [[Written]] down what you would say.,[[[[Premise]]]]: that would be good what'd you say>>>>[[[[Hypothesis]]]]: [[Write]] down what you would say.,2.5,2.5,1.0,2.6666666666666665
alzantot,mnli,163,1,2,0.707106781,0.881944444,0.9067809,0.86802346,1.041803746,0.7824532,3.949972951,0.77240837,0.674672887,0.455228365,0.839342949,0.913060897,0.922275641,0.728605789,0.196568962,,[[[[Premise]]]]: Number of [[certificate]]>>>>[[[[Hypothesis]]]]: There are a number of testimonials. ,[[[[Premise]]]]: Number of [[testimonies]]>>>>[[[[Hypothesis]]]]: There are a number of testimonials. ,1.3333333333333333,1.75,2.0,3.5
bae,mnli,360,0,2,0.921058932,0.949445983,0.94966424,0.98628366,0.358199397,0.95336205,1.699750697,0.9614738,0.277583355,0.455729167,0.842247596,0.903445513,0.90224359,0.687908775,0.257335196,,[[[[Premise]]]]: The [[body]] had been found in a drawer in the prisoner's room. >>>>[[[[Hypothesis]]]]: They found the strychnine under the prisoner's bed. ,[[[[Premise]]]]: The [[strychnine]] had been found in a drawer in the prisoner's room. >>>>[[[[Hypothesis]]]]: They found the strychnine under the prisoner's bed. ,4.666666666666667,2.5,2.0,4.0
pso,mnli,147,0,2,0.821379734,0.922222222,0.9443483,0.93828654,0.89056073,0.92469406,1.995480603,0.9264071,0.383648103,0.463241186,0.844851763,0.940304487,0.943910256,0.843862367,0.186936078,,[[[[Premise]]]]: Small towns like Louisian lay scattered all over the Oil Fields; the main train line branched between them.>>>>[[[[Hypothesis]]]]: There was only one [[distributor]] in the [[petroleum]] [[lines]].,[[[[Premise]]]]: Small towns like Louisian lay scattered all over the Oil Fields; the main train line branched between them.>>>>[[[[Hypothesis]]]]: There was only one [[town]] in the [[oil]] [[fields]].,3.75,2.6666666666666665,2.0,3.3333333333333335
bae,mnli,338,1,0,0.938552231,0.97360732,0.9922559,0.99139863,0.37748419,0.98700744,0.868212501,0.9800172,0.199914334,0.468449519,0.838241186,0.939503205,0.934294872,0.905177361,0.234095974,,"[[[[Premise]]]]: Next, you enter the vast and splendid Imperial Hall, with [[13]] handsome marble fountains, and a canopied throne from which the sultan would enjoy the music and dancing of his concubines.>>>>[[[[Hypothesis]]]]: The Imperial Hall houses three marble fountains.  ","[[[[Premise]]]]: Next, you enter the vast and splendid Imperial Hall, with [[three]] handsome marble fountains, and a canopied throne from which the sultan would enjoy the music and dancing of his concubines.>>>>[[[[Hypothesis]]]]: The Imperial Hall houses three marble fountains.  ",2.6666666666666665,3.0,0.0,4.5
checklist,mnli,234,2,0,0.701687939,0.864795918,0.90272415,0.9884209,0.322782509,0.80893075,4.333553412,0.8639251,0.521679803,0.467648237,0.840645032,0.945512821,0.942708333,0.744041291,0.121160498,,"[[[[Premise]]]]: Good sir, [[Macie]] began.>>>>[[[[Hypothesis]]]]: Jon addressed the king.","[[[[Premise]]]]: Good sir, [[Jon]] began.>>>>[[[[Hypothesis]]]]: Jon addressed the king.",2.3333333333333335,1.25,2.0,3.6666666666666665
bae,mnli,320,0,1,0.815355104,0.926880811,0.9422687,0.9569311,0.663190725,0.79124373,3.353484374,0.8457914,0.55535327,0.463241186,0.835436699,0.904647436,0.901041667,0.801748353,0.349515931,,[[[[Premise]]]]: Do you think I should be [[brave]]?>>>>[[[[Hypothesis]]]]: Do you think I should be confident?,[[[[Premise]]]]: Do you think I should be [[concerned]]?>>>>[[[[Hypothesis]]]]: Do you think I should be confident?,4.5,3.0,1.0,3.6666666666666665
bae,mnli,18,2,0,0.894225554,0.951904762,0.9827261,0.9660819,0.594952866,0.98586315,0.763655015,0.9885754,0.151159846,0.46474359,0.844350962,0.959935897,0.958333333,0.908595729,0.223084326,,[[[[Premise]]]]: All these sites will automatically lead into George Dubbawya's Web site (www.georgewbush.com).>>>>[[[[Hypothesis]]]]: These sites are all [[based]] around George W. Bush.,[[[[Premise]]]]: All these sites will automatically lead into George Dubbawya's Web site (www.georgewbush.com).>>>>[[[[Hypothesis]]]]: These sites are all [[themed]] around George W. Bush.,3.5,5.0,2.0,2.6666666666666665
pso,mnli,329,1,2,0.81712977,0.894008377,0.8828604,0.9030435,1.049447827,0.9523826,1.665292635,0.8950252,0.458202699,0.461237981,0.841846955,0.854166667,0.861378205,0.81489979,0.195155581,,"[[[[Premise]]]]: What's truly striking, though, is that Jobs has never really let this idea go.>>>>[[[[Hypothesis]]]]: Jobs [[echos]] to an [[advocacy]].","[[[[Premise]]]]: What's truly striking, though, is that Jobs has never really let this idea go.>>>>[[[[Hypothesis]]]]: Jobs [[clung]] to an [[idea]].",2.6666666666666665,1.5,1.0,2.3333333333333335
pso,mnli,368,1,0,0.921050021,0.967709417,0.9753246,0.9834602,0.48980819,0.9544768,1.691742252,0.9422638,0.339812638,0.460136218,0.84385016,0.946714744,0.94150641,0.794723707,0.249154751,,[[[[Premise]]]]: He pulled his cloak tighter and wished for a moment that he had not shaved his head.>>>>[[[[Hypothesis]]]]: The man  wrapped himself tightly in his [[underwear]] and was distressed about not having hair. ,[[[[Premise]]]]: He pulled his cloak tighter and wished for a moment that he had not shaved his head.>>>>[[[[Hypothesis]]]]: The man  wrapped himself tightly in his [[cloak]] and was distressed about not having hair. ,2.6666666666666665,2.0,2.0,3.6666666666666665
bae,mnli,1,0,1,0.878741909,0.949445983,0.9766857,0.9634465,0.608915211,0.96166664,1.592362622,0.9700769,0.244635004,0.460436699,0.84364984,0.911858974,0.905849359,0.904186046,0.334740694,,"[[[[Premise]]]]: In fact, the Lions of Delos were made from Naxos [[clay]].>>>>[[[[Hypothesis]]]]: The Lions of Delos were made out of clay.","[[[[Premise]]]]: In fact, the Lions of Delos were made from Naxos [[marble]].>>>>[[[[Hypothesis]]]]: The Lions of Delos were made out of clay.",2.75,2.3333333333333335,1.0,4.666666666666667
alzantot,mnli,271,1,0,0.537284966,0.861341223,0.857855,0.88585854,1.005801263,0.7097134,4.150453426,0.87189996,0.506162168,0.460737179,0.845252404,0.917067308,0.919070513,0.830223012,0.218482405,,[[[[Premise]]]]: oh that might be kind of [[attractive]] is it>>>>[[[[Hypothesis]]]]: That sounds [[rather]] [[riveting]] to me.,[[[[Premise]]]]: oh that might be kind of [[interesting]] is it>>>>[[[[Hypothesis]]]]: That sounds [[kinda]] [[interesting]] to me.,2.0,3.6666666666666665,1.0,3.0
checklist,mnli,223,1,0,0.931838481,0.970480203,0.98981774,0.99000436,0.40085011,0.9949583,0.551513602,0.97962016,0.201890064,0.465244391,0.843549679,0.969551282,0.970753205,0.903677827,0.286106006,,"[[[[Premise]]]]: Deborah Pryce said Ohio Legal Services in Columbus will receive a $[[1]],000 federal grant toward an online legal self-help center.>>>>[[[[Hypothesis]]]]: A $200,000 federal grant will be received by Ohio Legal Services, said Deborah Pryce.","[[[[Premise]]]]: Deborah Pryce said Ohio Legal Services in Columbus will receive a $[[200]],000 federal grant toward an online legal self-help center.>>>>[[[[Hypothesis]]]]: A $200,000 federal grant will be received by Ohio Legal Services, said Deborah Pryce.",3.0,1.6666666666666667,0.0,3.0
bae,mnli,73,0,1,0.961365859,0.984110467,0.9884995,0.97370994,0.696122687,0.99669653,0.359740527,0.8800929,0.489708288,0.463241186,0.840444712,0.888621795,0.890224359,0.834010792,0.266816008,,"[[[[Premise]]]]: The story also made the front page of the New York Times and the Financial Times of London, which said that more than 10,000 members of a mystic cult called Fa Lun Gong caused acute embarrassment to security forces by virtually surrounding the compound where China's leaders work.>>>>[[[[Hypothesis]]]]: The New York Times [[tried]] to cover the Fa Lun Gong story in their papers.","[[[[Premise]]]]: The story also made the front page of the New York Times and the Financial Times of London, which said that more than 10,000 members of a mystic cult called Fa Lun Gong caused acute embarrassment to security forces by virtually surrounding the compound where China's leaders work.>>>>[[[[Hypothesis]]]]: The New York Times [[neglected]] to cover the Fa Lun Gong story in their papers.",3.6666666666666665,2.3333333333333335,1.0,3.3333333333333335
alzantot,mnli,343,2,1,0.929923845,0.967709417,0.9850117,0.99468124,0.269422286,0.9977511,0.311037365,0.9971171,0.075934111,0.462840545,0.843249199,0.979967949,0.978766026,0.979780567,0.292206187,,"[[[[Premise]]]]: A muckraking cover story investigates how the Pentagon disposes of surplus weapons (the short  badly).>>>>[[[[Hypothesis]]]]: An investigative journalism, [[coverage]] story, featuring a whistle blower investigates how the Pentagon disposes of surplus weapons.","[[[[Premise]]]]: A muckraking cover story investigates how the Pentagon disposes of surplus weapons (the short  badly).>>>>[[[[Hypothesis]]]]: An investigative journalism, [[cover]] story, featuring a whistle blower investigates how the Pentagon disposes of surplus weapons.",3.25,4.666666666666667,2.0,3.0
pso,mnli,107,1,0,0.943623473,0.969723978,0.9833084,0.9899805,0.41165222,0.97690654,1.04260189,0.98122907,0.193757918,0.459134615,0.845352564,0.94150641,0.939503205,0.919333577,0.211578697,,"[[[[Premise]]]]: But although the 60 Minutes producer is played by the star (Pacino grandstands, but not to the point of distraction), Bergman's story doesn't have the same primal force.>>>>[[[[Hypothesis]]]]: Pacino plays a 60 [[Notes]] producer.","[[[[Premise]]]]: But although the 60 Minutes producer is played by the star (Pacino grandstands, but not to the point of distraction), Bergman's story doesn't have the same primal force.>>>>[[[[Hypothesis]]]]: Pacino plays a 60 [[Minutes]] producer.",2.3333333333333335,3.0,0.0,2.6666666666666665
bae,mnli,381,1,0,0.807055727,0.85515873,0.93186986,0.8338139,1.235055617,0.7693909,4.762195283,0.86751306,0.514756175,0.460236378,0.841846955,0.903445513,0.908253205,0.786690849,0.223977512,,"[[[[Premise]]]]: Write, write, and write.>>>>[[[[Hypothesis]]]]: Keep on [[drinking]].","[[[[Premise]]]]: Write, write, and write.>>>>[[[[Hypothesis]]]]: Keep on [[writing]].",3.6666666666666665,2.0,2.0,3.6666666666666665
bae,mnli,350,2,1,0.875170426,0.940257353,0.96095973,0.99018735,0.426482768,0.97817636,1.001983969,0.97669405,0.215897757,0.465645032,0.844451122,0.947516026,0.946714744,0.874340224,0.211282511,,"[[[[Premise]]]]: Puri also has a beautiful beach, southwest of town, which is ideal for cooling off but those aren't [[ones]] the Indians are making, they're miniature temples, for this is the Swarga Dwara (Heaven's Gateway), where the faithful wash away their sins.>>>>[[[[Hypothesis]]]]: [[differently]] Indians than foreigners [[are]] to the beach at Puri.","[[[[Premise]]]]: Puri also has a beautiful beach, southwest of town, which is ideal for cooling off but those aren't [[sandcastles]] the Indians are making, they're miniature temples, for this is the Swarga Dwara (Heaven's Gateway), where the faithful wash away their sins.>>>>[[[[Hypothesis]]]]: [[More]] Indians than foreigners [[go]] to the beach at Puri.",2.25,2.0,1.0,2.6666666666666665
alzantot,mnli,345,0,2,0.825596477,0.949849258,0.9651996,0.9795365,0.534685371,0.9736065,1.020920192,0.97229826,0.235379602,0.463541667,0.843449519,0.923878205,0.916266026,0.931125706,0.210950952,,[[[[Premise]]]]: The data would be [[introduced]] as required supplementary stewardship information accompanying the consolidated financial statements of the Federal Government but not in individual reports of its component units.>>>>[[[[Hypothesis]]]]: The data [[could]] be included in [[person]] reports concerning the constituent units of the federal government.,[[[[Premise]]]]: The data would be [[presented]] as required supplementary stewardship information accompanying the consolidated financial statements of the Federal Government but not in individual reports of its component units.>>>>[[[[Hypothesis]]]]: The data [[would]] be included in [[individual]] reports concerning the constituent units of the federal government.,3.3333333333333335,3.3333333333333335,0.0,2.75
pso,mnli,373,2,0,0.934139813,0.957404781,0.96640885,0.95120203,0.905774188,0.8400725,2.228681194,0.88967556,0.469732825,0.457632212,0.845052083,0.933092949,0.934294872,0.694636291,0.171262902,,"[[[[Premise]]]]: Total electricity expenditures increase by about 15% to 30% depending on the year and the scenario (see Table 3, below, and the tables in Appendix 5.2 for more detail on the changing pattern of expenditures).>>>>[[[[Hypothesis]]]]: They wanted to make a case for how to [[husband]] on [[beam]]. ","[[[[Premise]]]]: Total electricity expenditures increase by about 15% to 30% depending on the year and the scenario (see Table 3, below, and the tables in Appendix 5.2 for more detail on the changing pattern of expenditures).>>>>[[[[Hypothesis]]]]: They wanted to make a case for how to [[save]] on [[electricity]]. ",2.3333333333333335,1.3333333333333333,2.0,3.25
pso,mnli,251,1,0,0.962925778,0.977772039,0.9939288,0.98586464,0.533665227,0.9962985,0.405666598,0.9816809,0.191410626,0.459334936,0.841947115,0.928285256,0.92588141,0.917560208,0.212481186,,"[[[[Premise]]]]: Earlier this week, the Pakistani paper Dawn ran an editorial about reports that Pakistani poppy growers are planning to recultivate opium on a bigger scale because they haven't received promised compensation for switching to other crops.>>>>[[[[Hypothesis]]]]: Pakistani poppy growers are going to grow more [[marijuana]].","[[[[Premise]]]]: Earlier this week, the Pakistani paper Dawn ran an editorial about reports that Pakistani poppy growers are planning to recultivate opium on a bigger scale because they haven't received promised compensation for switching to other crops.>>>>[[[[Hypothesis]]]]: Pakistani poppy growers are going to grow more [[opium]].",3.6666666666666665,2.0,0.0,4.666666666666667
bae,mnli,111,1,0,0.849232664,0.940257353,0.9915553,0.9803337,0.445220801,0.9634389,1.584845477,0.9392061,0.348694555,0.459735577,0.843549679,0.947516026,0.941907051,0.861492139,0.225775197,,[[[[Premise]]]]: He dismounted and Ca'daan saw he was [[larger]] than the rest.>>>>[[[[Hypothesis]]]]: He was shorter than the others.,[[[[Premise]]]]: He dismounted and Ca'daan saw he was [[smaller]] than the rest.>>>>[[[[Hypothesis]]]]: He was shorter than the others.,2.25,1.3333333333333333,0.0,5.0
pso,mnli,21,1,2,0.897954214,0.941061581,0.95453423,0.94524646,0.781058062,0.91713953,2.308392518,0.93537486,0.35951397,0.469050481,0.845052083,0.961137821,0.957932692,0.824578929,0.239350262,,[[[[Premise]]]]: Others watched them with cold eyes and expressionless faces.>>>>[[[[Hypothesis]]]]: Some people who were not emotive were [[protecting]].,[[[[Premise]]]]: Others watched them with cold eyes and expressionless faces.>>>>[[[[Hypothesis]]]]: Some people who were not emotive were [[watching]].,3.0,1.3333333333333333,2.0,3.6666666666666665
bae,mnli,382,0,1,0.769160567,0.793367347,0.9025931,0.95166487,0.723080848,0.88212395,2.879102078,0.82853997,0.58559385,0.455228365,0.845452724,0.919471154,0.919070513,0.483452001,0.204263543,,"[[[[Premise]]]]: I shan't stop you."">>>>[[[[Hypothesis]]]]: I will [[believe]] you.","[[[[Premise]]]]: I shan't stop you."">>>>[[[[Hypothesis]]]]: I will [[stop]] you.",3.5,1.0,2.0,3.6666666666666665
alzantot,mnli,274,0,2,0.816714808,0.897142204,0.9380334,0.92391443,1.000895124,0.86997926,2.79236698,0.9559693,0.29675165,0.457532051,0.844951923,0.940304487,0.932692308,0.844450706,0.193259152,,"[[[[Premise]]]]: The [[soleil]], [[drilling]] through the branches, turned the auburn of her hair to quivering gold. >>>>[[[[Hypothesis]]]]: When the sunlight pierced through the branches, her hair [[transformed]] a darker shade of red.","[[[[Premise]]]]: The [[sunlight]], [[piercing]] through the branches, turned the auburn of her hair to quivering gold. >>>>[[[[Hypothesis]]]]: When the sunlight pierced through the branches, her hair [[turned]] a darker shade of red.",3.3333333333333335,4.0,0.0,2.5
bae,mnli,318,0,2,0.9110668,0.953301606,0.9663342,0.96081054,0.677063053,0.9337008,1.607821179,0.8618556,0.525631801,0.458533654,0.842748397,0.947916667,0.941105769,0.752456716,0.19994232,,"[[[[Premise]]]]: We [[get]] to look at the implications that these differing roles have for a range of issues, such as SES core competencies, performance standards, recruitment sources, mobility, and training and development programs.>>>>[[[[Hypothesis]]]]: We can completely [[consider]] the implications of the roles on mobility.","[[[[Premise]]]]: We [[need]] to look at the implications that these differing roles have for a range of issues, such as SES core competencies, performance standards, recruitment sources, mobility, and training and development programs.>>>>[[[[Hypothesis]]]]: We can completely [[ignore]] the implications of the roles on mobility.",3.25,1.3333333333333333,1.0,4.0
pso,mnli,264,2,0,0.956675889,0.981455111,0.9879523,0.97922605,0.641671687,0.99698,0.378673002,0.9749097,0.224010666,0.466446314,0.844451122,0.975560897,0.975160256,0.88540113,0.23282873,,"[[[[Premise]]]]: For a half millennium or more, Madrid idled as a provincial backwater, rarely noticed on the arid central plains of Castile, until Felipe II plucked it from his royal cap in 1561 and proclaimed it the capital of Spain.>>>>[[[[Hypothesis]]]]: After Madrid became the capital of Spain, there were [[exuberant]] economic advantages for the region.","[[[[Premise]]]]: For a half millennium or more, Madrid idled as a provincial backwater, rarely noticed on the arid central plains of Castile, until Felipe II plucked it from his royal cap in 1561 and proclaimed it the capital of Spain.>>>>[[[[Hypothesis]]]]: After Madrid became the capital of Spain, there were [[massive]] economic advantages for the region.",4.0,4.333333333333333,2.0,2.6666666666666665
alzantot,mnli,251,1,2,0.94645944,0.977410468,0.99453706,0.9980515,0.197198337,0.95086074,1.426195922,0.9899417,0.141833661,0.457231571,0.842247596,0.940705128,0.941105769,0.883556563,0.214925505,,"[[[[Premise]]]]: Earlier this week, the Pakistani paper Dawn ran an editorial about reports that Pakistani poppy growers are planning to recultivate [[poppy]] on a bigger scale because they haven't received promised compensation for switching to other crops.>>>>[[[[Hypothesis]]]]: Pakistani poppy growers are going to grow more opium.","[[[[Premise]]]]: Earlier this week, the Pakistani paper Dawn ran an editorial about reports that Pakistani poppy growers are planning to recultivate [[opium]] on a bigger scale because they haven't received promised compensation for switching to other crops.>>>>[[[[Hypothesis]]]]: Pakistani poppy growers are going to grow more opium.",3.6666666666666665,2.3333333333333335,1.0,4.333333333333333
alzantot,mnli,46,2,1,0.774251253,0.93703125,0.94668037,0.9659338,0.624286746,0.97503865,1.375184222,0.98869395,0.150372996,0.464443109,0.843048878,0.952724359,0.957532051,0.949493605,0.126715365,,[[[[Premise]]]]: i think Buffalo is an up an coming team they're going to they're showing some real [[promising]] for the next [[hmm]] few years>>>>[[[[Hypothesis]]]]: The team had some good results in [[latest]] seasons.,[[[[Premise]]]]: i think Buffalo is an up an coming team they're going to they're showing some real [[promise]] for the next [[uh]] few years>>>>[[[[Hypothesis]]]]: The team had some good results in [[last]] seasons.,2.5,4.0,2.0,3.0
checklist,mnli,191,1,0,0.78254229,0.85515873,0.8962138,0.98657435,0.395623575,0.8985524,3.899716047,0.8195869,0.600688155,0.460536859,0.817508013,0.91025641,0.907051282,0.712637144,0.148129669,,"[[[[Premise]]]]: Or Sherlock Holmes?"">>>>[[[[Hypothesis]]]]: Was it Sherlock [[Grabowski]]?","[[[[Premise]]]]: Or Sherlock Holmes?"">>>>[[[[Hypothesis]]]]: Was it Sherlock [[Holmes]]?",3.0,2.6666666666666665,0.0,4.0
