attack_method,dataset,number,ground_truth,software_output,BLEU,Meteor,BERTScore,InferSent,InferSent_dis,SBERT,SBERT_dis,SimCSE,SimCSE_dis,NC,NBC,TKNC,BKNC,SemEval,SynEval,,adv_text,ori_text,consistency,fluency,label,difficulty
bae,yelp,103,0,1,0.944606091,0.980669002,0.976185,0.99272335,0.497181506,0.99446833,0.406205169,0.9932937,0.115813016,0.44541266,0.834134615,0.721153846,0.731971154,0.842031533,0.175698308,,"If it's not divey enough to be a real dive then everything that WOULD BE charming about a dive just becomes nasty or stupid or annoying.  Combine that with all the [[bad]] traits of a 'nite-club' style bar and we find Metro Sportz Bar.  A place that has an appearance as decently presentable as this is simply not allowed to pull the crap of  ""CASH ONLY"" and then point you to their privately owned and highly fee'd ATM against the wall.   And trying to be that [[sort]] while selling mAcrobrews at mAcro prices!  Seemingly serious bouncer presence checking ID's and such, and yet when a [[person]] walks in wearing pajamas and carrying a chihuahua, security dude's too [[nervous]] to get up from his stool and plate of fruit to do anything about it, but he did make sure to verbally complain about it to anyone in earshot, from the time puppyTweaker showed up until about 5 minutes after he was long gone.   I think I'll end up back in here eventually, and then I'll know if another server crew might bring more of the friendly neighborhood divey feel this place wishes it had. In the meantime I've got plenty of other [[areas]] to play free chip-tourney poker.","If it's not divey enough to be a real dive then everything that WOULD BE charming about a dive just becomes nasty or stupid or annoying.  Combine that with all the [[worst]] traits of a 'nite-club' style bar and we find Metro Sportz Bar.  A place that has an appearance as decently presentable as this is simply not allowed to pull the crap of  ""CASH ONLY"" and then point you to their privately owned and highly fee'd ATM against the wall.   And trying to be that [[cheap-ass]] while selling mAcrobrews at mAcro prices!  Seemingly serious bouncer presence checking ID's and such, and yet when a [[tweaker]] walks in wearing pajamas and carrying a chihuahua, security dude's too [[lazy]] to get up from his stool and plate of fruit to do anything about it, but he did make sure to verbally complain about it to anyone in earshot, from the time puppyTweaker showed up until about 5 minutes after he was long gone.   I think I'll end up back in here eventually, and then I'll know if another server crew might bring more of the friendly neighborhood divey feel this place wishes it had. In the meantime I've got plenty of other [[places]] to play free chip-tourney poker.",4.0,2.5,0.0,3.5
pso,yelp,44,1,0,0.998180156,0.99793388,0.97765875,0.9995067,0.146123732,0.9904426,0.562219416,0.98765236,0.157147538,0.449018429,0.840945513,0.783253205,0.788862179,0.899700797,0.099023768,,"[[Unnecessarily]] excited about finally getting me some Wendy Noodles Cafe. SInce I only keep hearing rave reviews from all the yelpers been blessed enough too have meet in life. Always fan of asian food and just fan of small free standing family own spots around town. Wendy Noodles Cafe has that vibe but also some of the food there putting out real creative and tasty. Since I was only my first visit BUT far from my last never really got into the interesting stuff.   The things I did try was the mango and shrimp salad, rib-eye Bao Burger, and order of kalbi. The mango salad was awesome! Refreshing BIG time with the mixed organic greens with nice spicy dressing, ample amount of fresh mango in the salad and the shrimp came on skewers two of them. I only wished they used the bigger size shrimp. Still it had really nice crust on the outside, taste the marinade or sauce on it (Really could have just ordered the shrimp on the skewer by itself), and nice size salad. It first course for me. Salad lot of food. Honestly feel Pan Asian mango and shrimp salad is better and really in league all its own........The rib-eye Bao Burgers more like sliders that just poop in your mouth. Two or three bites later want more more. Unfortunately only get three per order. The combination of the steamed bun and the rib-eye perfect on point! I love the flavor, and moist throughout every bite. The steam bun found memories of peking duck, steam bun, and oyster sauce. It not duck but for sure its next best thing combine with steam bun!!!!!!! Kalbi been craving so had too get order. The Kalbi was tapas style so don't expect full order just tease. It good tease. The flavor loved it. Just wished they had full order on the menu. It came with little kim chee. I really enjoyed the kim chee. It not too spicy spicy but just right. Just wished had more room too try more of the menu.  The menu is pretty large or felt like good size for small restaurant. I felt was  different they offer full page of tapa style food (hence where ordered the kalbi; most part all the items are under $10). Given it was my first check in another thing notice they add lot of new items throughout the menu from the new item logo. The desserts they offer shave ice. Yet another reason count on return visit. Really little of everything on the menu.   Service was great! They never rushed me came too my order. Never had empty glass. My last course the kalbi. I liked the fact they gave me heads up that one of the dishes that expect 10-15 mins. Kalbi it well worth the wait.   Wendy Noodles Cafe see you very soon my friend! So much more too try!!!","[[So]] excited about finally getting me some Wendy Noodles Cafe. SInce I only keep hearing rave reviews from all the yelpers been blessed enough too have meet in life. Always fan of asian food and just fan of small free standing family own spots around town. Wendy Noodles Cafe has that vibe but also some of the food there putting out real creative and tasty. Since I was only my first visit BUT far from my last never really got into the interesting stuff.   The things I did try was the mango and shrimp salad, rib-eye Bao Burger, and order of kalbi. The mango salad was awesome! Refreshing BIG time with the mixed organic greens with nice spicy dressing, ample amount of fresh mango in the salad and the shrimp came on skewers two of them. I only wished they used the bigger size shrimp. Still it had really nice crust on the outside, taste the marinade or sauce on it (Really could have just ordered the shrimp on the skewer by itself), and nice size salad. It first course for me. Salad lot of food. Honestly feel Pan Asian mango and shrimp salad is better and really in league all its own........The rib-eye Bao Burgers more like sliders that just poop in your mouth. Two or three bites later want more more. Unfortunately only get three per order. The combination of the steamed bun and the rib-eye perfect on point! I love the flavor, and moist throughout every bite. The steam bun found memories of peking duck, steam bun, and oyster sauce. It not duck but for sure its next best thing combine with steam bun!!!!!!! Kalbi been craving so had too get order. The Kalbi was tapas style so don't expect full order just tease. It good tease. The flavor loved it. Just wished they had full order on the menu. It came with little kim chee. I really enjoyed the kim chee. It not too spicy spicy but just right. Just wished had more room too try more of the menu.  The menu is pretty large or felt like good size for small restaurant. I felt was  different they offer full page of tapa style food (hence where ordered the kalbi; most part all the items are under $10). Given it was my first check in another thing notice they add lot of new items throughout the menu from the new item logo. The desserts they offer shave ice. Yet another reason count on return visit. Really little of everything on the menu.   Service was great! They never rushed me came too my order. Never had empty glass. My last course the kalbi. I liked the fact they gave me heads up that one of the dishes that expect 10-15 mins. Kalbi it well worth the wait.   Wendy Noodles Cafe see you very soon my friend! So much more too try!!!",1.5,3.6666666666666665,1.0,4.5
pso,yelp,126,1,0,0.955442792,0.949930748,0.9765128,0.942562,0.820465256,0.97895604,1.112944761,0.95915127,0.285827725,0.460136218,0.826522436,0.453125,0.455929487,0.805271262,0.121030037,,"[[Badly]] nice environment, with good view to the music fountain. The service was nice too, the a little bit pricy.","[[Very]] nice environment, with good view to the music fountain. The service was nice too, the a little bit pricy.",1.6666666666666667,1.5,1.0,3.6666666666666665
bae,yelp,286,1,0,0.951358335,0.978404819,0.9827958,0.9944836,0.418634868,0.98896587,0.571223461,0.9843278,0.177043331,0.444010417,0.841446314,0.599759615,0.594150641,0.822606236,0.183728115,,"Passing through town, and stopped here based on a quick yelp search.  Missed it at first because the small storefront was obscured by a parked car, but very glad I found my way back.  The place is totally cute, and the staff was super nice; did not encounter any of the sass others mentioned.  They have a great selection of pastries and desserts while offering a collection of loaf breads.  No place to sit as it was too chilly for outdoor patio chairs, so made a huge mess in my car.  Tried the cheese danish.  [[cold]].  Not particularly sweet, so the pastry and cheese really [[burned]] through.  It was dusted with confectioner's sugar, which i [[then]] blew all over my lap and seat.  Self-serve coffee with the same little blue-colored greek paper cups that street vendors in NY use.","Passing through town, and stopped here based on a quick yelp search.  Missed it at first because the small storefront was obscured by a parked car, but very glad I found my way back.  The place is totally cute, and the staff was super nice; did not encounter any of the sass others mentioned.  They have a great selection of pastries and desserts while offering a collection of loaf breads.  No place to sit as it was too chilly for outdoor patio chairs, so made a huge mess in my car.  Tried the cheese danish.  [[Yum]].  Not particularly sweet, so the pastry and cheese really [[came]] through.  It was dusted with confectioner's sugar, which i [[promptly]] blew all over my lap and seat.  Self-serve coffee with the same little blue-colored greek paper cups that street vendors in NY use.",1.3333333333333333,4.5,0.0,2.0
bae,yelp,297,1,0,0.785679537,0.898643827,0.94095415,0.96556383,0.943589075,0.9711879,1.064384745,0.88143563,0.486958753,0.443609776,0.842247596,0.528445513,0.531650641,0.788866854,0.15215878,,"I [[sometimes]] dined with a large party.  They had a great room to [[cater]] our group!  It is nice to dine with so many [[patrons]] and TALK with each of the dinner guests.   [[no]] staff was eager to please (took photos, made menu [[s]], recommended beers / wines...even swapped out the drinks if you didn't enjoy).    [[until]] I dined with a large group, we [[were]] from a set menu...appetizers of bread, spreads and Italian meats were [[decent]].  The salads were good.  I was pleased with my [[idea]] of the crab stuffed chicken and even [[disappointed]] with the cheesecake for desert!","I [[recently]] dined with a large party.  They had a great room to [[accommodate]] our group!  It is nice to dine with so many [[people]] and TALK with each of the dinner guests.   [[The]] staff was eager to please (took photos, made menu [[suggestions]], recommended beers / wines...even swapped out the drinks if you didn't enjoy).    [[As]] I dined with a large group, we [[ate]] from a set menu...appetizers of bread, spreads and Italian meats were [[delicious]].  The salads were good.  I was pleased with my [[choice]] of the crab stuffed chicken and even [[happier]] with the cheesecake for desert!",2.0,3.0,1.0,2.6666666666666665
bae,yelp,209,1,0,0.968645413,0.983732341,0.9890586,0.9987453,0.181662756,0.99657243,0.348002941,0.99704355,0.076895247,0.448417468,0.843449519,0.684695513,0.687900641,0.811780882,0.160183051,,"Why is everybody complaining about the size of this restaurant? That's the size, deal with it or take your food to go. And kids? Really, you're on the West side of Madison, buddy...deal with it! But, i do admit it gets busy, but who doesn't like a busy restaurant? That means the food is good, right?  Your bill  can go quite high if you add a protein (chicken, shrimp, beef, tofu, and just recently new meatballs).  Only [[thanks]], potstickers are terrible, they have no flavor. They look delicious, but do not be fooled. My favorite dish (and of many others) is the penne rosa.    Except a crowd around lunchtime, and expect kids...when in doubt!  Oh, and [[little]] staff here, always friendly and fast!","Why is everybody complaining about the size of this restaurant? That's the size, deal with it or take your food to go. And kids? Really, you're on the West side of Madison, buddy...deal with it! But, i do admit it gets busy, but who doesn't like a busy restaurant? That means the food is good, right?  Your bill  can go quite high if you add a protein (chicken, shrimp, beef, tofu, and just recently new meatballs).  Only [[complaint]], potstickers are terrible, they have no flavor. They look delicious, but do not be fooled. My favorite dish (and of many others) is the penne rosa.    Except a crowd around lunchtime, and expect kids...when in doubt!  Oh, and [[great]] staff here, always friendly and fast!",2.6666666666666665,3.25,1.0,4.0
pso,yelp,59,1,0,0.944060284,0.97360732,0.9851267,0.9526286,0.87885072,0.9613971,1.251108864,0.97376937,0.229044491,0.459535256,0.83974359,0.564102564,0.571714744,0.621840239,0.217365972,,I had a [[meek]] experience.  They were quick to find me a stylist (as I had no appointment) and the stylist took her time with my hair. I could not expect more; especially with a $5 price tag!!!,I had a [[pleasant]] experience.  They were quick to find me a stylist (as I had no appointment) and the stylist took her time with my hair. I could not expect more; especially with a $5 price tag!!!,1.5,4.5,1.0,3.75
bae,yelp,201,0,1,0.668740305,0.736111111,0.85188675,0.745762,1.741789266,0.67166245,6.181591555,0.44836923,1.050362545,0.454326923,0.823918269,0.40625,0.413862179,0.412563914,0.016078261,,[[amazing]] customer service ever!,[[Worst]] customer service ever!,1.75,3.0,1.0,5.0
bae,yelp,159,1,0,0.987028931,0.994179684,0.99656725,0.9986737,0.202135111,0.99999994,0,1,0,0.445713141,0.842848558,0.736778846,0.730769231,0.341973944,0.207822989,,"We spent a week in this family friendly time share hotel, got the 2 bedroom ""villa"" compliments of my sis.  I was pleasantly surprised at how well thought out this place is.  With a full kitchen, washer and dryer, I totally overpacked since my mama was doing laundry everyday for some reason.  The rooftop pool is a nice touch but it's a bit small for so many people.  And the smoking area by the tiny ""rooftop bar"" is a bit disturbing especially considering most kids hang out by the pool.  The mandatory complimentary valet is a bit frustrating as well.  But besides from that, this is a [[terrible]] place to stay.  We had 3 LCD TV's, 42 incher in the living room and 32 incher in each of the bedrooms so we can all watch our own programming.  The DVD player and full stereo set up also make the week go by faster.  Word of advise, it's really a bore to stay in Vegas for an entire week with seniors and kids.","We spent a week in this family friendly time share hotel, got the 2 bedroom ""villa"" compliments of my sis.  I was pleasantly surprised at how well thought out this place is.  With a full kitchen, washer and dryer, I totally overpacked since my mama was doing laundry everyday for some reason.  The rooftop pool is a nice touch but it's a bit small for so many people.  And the smoking area by the tiny ""rooftop bar"" is a bit disturbing especially considering most kids hang out by the pool.  The mandatory complimentary valet is a bit frustrating as well.  But besides from that, this is a [[nice]] place to stay.  We had 3 LCD TV's, 42 incher in the living room and 32 incher in each of the bedrooms so we can all watch our own programming.  The DVD player and full stereo set up also make the week go by faster.  Word of advise, it's really a bore to stay in Vegas for an entire week with seniors and kids.",1.0,4.25,0.0,2.3333333333333335
pso,yelp,254,1,0,0.93365107,0.972889556,0.98537415,0.96118575,0.737788115,0.99042374,0.745289684,0.91905916,0.402345259,0.444110577,0.841346154,0.673477564,0.67588141,0.755596411,0.121521664,,I just took my doggie the second time for grooming and it was another [[terrible]] job. I have a 90lbs husky chow mix so he has a lot of fur to clean! Thanks for a great job!,I just took my doggie the second time for grooming and it was another [[great]] job. I have a 90lbs husky chow mix so he has a lot of fur to clean! Thanks for a great job!,1.0,3.5,0.0,1.5
bae,yelp,217,0,1,0.721467318,0.915504477,0.93382895,0.9296366,0.874783995,0.9767562,1.082838403,0.927979,0.37952897,0.443509615,0.839443109,0.659855769,0.654647436,0.811808705,0.190984292,,"It was OK, [[everything]] special.  [[the]] portions were pretty good, but [[damn]], I felt it was on the pricey side for what was offered.","It was OK, [[nothing]] special.  [[The]] portions were pretty good, but [[overall]], I felt it was on the pricey side for what was offered.",3.0,4.0,0.0,2.25
pso,yelp,106,1,0,0.876156078,0.905454545,0.9747842,0.8745696,1.196645631,0.91668874,3.157384502,0.7832269,0.65844234,0.451522436,0.834034455,0.526442308,0.525641026,0.707954484,0.088526968,,This [[terrible]] breakfast spot is now open on Mondays too!  YUM!!!!,This [[great]] breakfast spot is now open on Mondays too!  YUM!!!!,2.0,3.75,0.0,2.25
bae,yelp,192,1,0,0.537284966,0.75,0.8211957,0.8060523,1.354153618,0.7338706,6.104807428,0.71574014,0.754002495,0.470152244,0.827023237,0.470352564,0.491185897,0.633010113,0.013263001,,Major [[injuries]] to this gym!,Major [[Upgrade]] to this gym!,2.0,1.5,0.0,2.5
checklist,yelp,80,1,0,0.969351071,0.986781331,0.9911887,0.9996175,0.109851103,0.96677285,0.993819113,0.9775939,0.21168907,0.450320513,0.843549679,0.698317308,0.707932692,0.787755376,0.196288264,,"I really enjoyed this Thai place and will be coming back when [[Jori]] in town.  The bartender Mercy and one of her assistants, Andrew, were so very friendly.  They made me feel very welcome.  When they asked how I was liking my food, you could tell that they really had an interest in me being pleased.  I like that kind of invested interest.  I shared my meal with some friends so I had three entree's.   - The Pad Thai was a nice rice dish with a complex dash of sweet and sour.  I ordered it about a [[2]] star.  I could have gone to a [[3]], I'm sure.  I was a newbie.  If you like hot, start with a 4 and go from there. - The short rib stir fried rice was good, but I wouldn't go there for that.  It was my least favorite of the three meals, though, I enjoyed it. - My favorite was the Three Color Curry.  That was wicked good.  It was a very flavorful soupy curry dish that you will need to mix your rice with (stir fried or white).  The unsung part of the meal was the pickled jalapeno's.  Apparently the pickling process makes the peppers sweet and the juice just blended well with all three of the meals that I added it to.  I'm a fan... I'll go back.","I really enjoyed this Thai place and will be coming back when [[I'm]] in town.  The bartender Mercy and one of her assistants, Andrew, were so very friendly.  They made me feel very welcome.  When they asked how I was liking my food, you could tell that they really had an interest in me being pleased.  I like that kind of invested interest.  I shared my meal with some friends so I had three entree's.   - The Pad Thai was a nice rice dish with a complex dash of sweet and sour.  I ordered it about a [[3]] star.  I could have gone to a [[5]], I'm sure.  I was a newbie.  If you like hot, start with a 4 and go from there. - The short rib stir fried rice was good, but I wouldn't go there for that.  It was my least favorite of the three meals, though, I enjoyed it. - My favorite was the Three Color Curry.  That was wicked good.  It was a very flavorful soupy curry dish that you will need to mix your rice with (stir fried or white).  The unsung part of the meal was the pickled jalapeno's.  Apparently the pickling process makes the peppers sweet and the juice just blended well with all three of the meals that I added it to.  I'm a fan... I'll go back.",2.0,3.5,1.0,4.5
pso,yelp,253,0,1,0.888066394,0.931635661,0.9281602,0.9553157,0.902327954,0.94677436,1.443595887,0.97618675,0.218235372,0.454427083,0.842848558,0.437900641,0.439903846,0.79307797,0.129027182,,[[Addict]] me [[surge]] with I ordered seafood in a land locked state.  That may have been the problem from the get go.  Shrimp fried rice [[fixed]] me sick and my company that had the chicken didn't enjoy it either.  We threw our leftovers out.,[[Let]] me [[begin]] with I ordered seafood in a land locked state.  That may have been the problem from the get go.  Shrimp fried rice [[made]] me sick and my company that had the chicken didn't enjoy it either.  We threw our leftovers out.,4.666666666666667,2.0,0.0,3.0
bae,yelp,349,1,0,0.437481143,0.708096591,0.8807177,0.78908205,1.365914442,0.8492349,3.507819961,0.7123372,0.758502236,0.453525641,0.828926282,0.442307692,0.439903846,0.663862538,0.085864929,,[[bad]] place for waxing! [[your]] are so nice and [[good]]. :),[[Great]] place for waxing! [[They]] are so nice and [[professional]]. :),1.25,3.3333333333333335,0.0,1.5
pso,yelp,236,1,0,0.95459912,0.978477094,0.97534764,0.99492055,0.37545867,0.98420423,0.750816883,0.9899346,0.141883173,0.454927885,0.843449519,0.502403846,0.496394231,0.898356873,0.196202116,,"Friday night Seafood Buffet at this local's buffetis is very [[agreeable]]. Hot and cold crab stations with plenty of other excellent choices. The clam chowder was mislabeled as Manhatten instead of New England so it's good that I am nosy, it was great. The desert selection was a bit sparse but adequate. It's been awhile since I've visited the Silverton, it won't be as long until next time.  I have to admit that I had a twofer from the Las Vegas Advisor so it tasted even better at half the $23.95 [[unexceptional]] price.","Friday night Seafood Buffet at this local's buffetis is very [[good]]. Hot and cold crab stations with plenty of other excellent choices. The clam chowder was mislabeled as Manhatten instead of New England so it's good that I am nosy, it was great. The desert selection was a bit sparse but adequate. It's been awhile since I've visited the Silverton, it won't be as long until next time.  I have to admit that I had a twofer from the Las Vegas Advisor so it tasted even better at half the $23.95 [[regular]] price.",3.3333333333333335,2.0,1.0,3.0
alzantot,yelp,39,1,0,0.960774272,0.982652559,0.98853475,0.9937575,0.443717539,0.9807214,0.658817323,0.9853841,0.170973438,0.450821314,0.84375,0.582932692,0.577724359,0.799224526,0.236926771,,"My boyfriend and I were staying at a hotel about 5 minutes away from La Banquise. Everytime we walked past - day or night - a long line of people would be snaking it's way from the [[stargate]] and spilling out onto the street. An investigation was in order. We got in line and took the time to look around and find out what we could about the place. The answer? Poutine, poutine, poutine. When we were finally seated, a menu with an impossibly long list of poutine variations was set before us. We ordered the classic and pizza poutines along with some local beer. The food arrived quickly and our poutine fest began. Fries drenched in gravy and topped with melting cheese curds... yum. The pizza poutine (classic poutine + green pepper + mushrooms + pepperoni) was good although I think I liked the classic better. There is already a lot going on with poutine, adding to it is [[worthless]] if you ask me. All in all I really [[adored]] our meal.","My boyfriend and I were staying at a hotel about 5 minutes away from La Banquise. Everytime we walked past - day or night - a long line of people would be snaking it's way from the [[door]] and spilling out onto the street. An investigation was in order. We got in line and took the time to look around and find out what we could about the place. The answer? Poutine, poutine, poutine. When we were finally seated, a menu with an impossibly long list of poutine variations was set before us. We ordered the classic and pizza poutines along with some local beer. The food arrived quickly and our poutine fest began. Fries drenched in gravy and topped with melting cheese curds... yum. The pizza poutine (classic poutine + green pepper + mushrooms + pepperoni) was good although I think I liked the classic better. There is already a lot going on with poutine, adding to it is [[unnecessary]] if you ask me. All in all I really [[enjoyed]] our meal.",3.75,3.3333333333333335,1.0,4.0
pso,yelp,368,1,0,0.90509909,0.95115537,0.95777047,0.8990886,1.306588855,0.90557903,1.875707911,0.80334383,0.627146319,0.442808494,0.842447917,0.577323718,0.580929487,0.553651014,0.255781362,,"This is a [[terrible]] place for sandwiches. I had a cheesesteak last time I was there and it was great. The cheesesteak here is made with mushrooms, peppers, and provolone cheese. Everything I have tried here has always been very [[inoffensive]].","This is a [[great]] place for sandwiches. I had a cheesesteak last time I was there and it was great. The cheesesteak here is made with mushrooms, peppers, and provolone cheese. Everything I have tried here has always been very [[good]].",1.25,4.0,0.0,1.5
bae,yelp,13,0,1,0.893917044,0.959965278,0.9691572,0.94402236,0.931793018,0.961878,1.057180978,0.9032729,0.439834264,0.445913462,0.842548077,0.465144231,0.470352564,0.780459613,0.146495129,,"[[excellent]] service; pay with debit card and get an attitude plus an additional $1 for the privilege.  Typical service of a business that couldn't care less, and [[believe]] THEY are doing YOU the favor.   Do YOURSELF a favor and go [[there]] they actually value their customers.  Here they DO NOT!!","[[terrible]] service; pay with debit card and get an attitude plus an additional $1 for the privilege.  Typical service of a business that couldn't care less, and [[think]] THEY are doing YOU the favor.   Do YOURSELF a favor and go [[somewhere]] they actually value their customers.  Here they DO NOT!!",2.5,2.0,0.0,5.0
bae,yelp,84,1,0,0.934578797,0.970101563,0.9730134,0.9783983,0.700490299,0.95819426,1.115911876,0.91115165,0.421540953,0.447315705,0.841346154,0.674278846,0.671875,0.659895122,0.21437115,,"I have to say as far as chain restaurants go I've been pretty [[poor]] w Chili's.  I go for lunch at least once a week and have [[only]] had a problem with bad service.    I also LOVE that they don't allow children in the bar area, and don't allow smoking either.  The menu is typical American fare and the prices are decent.  All in all, can't complain.","I have to say as far as chain restaurants go I've been pretty [[happy]] w Chili's.  I go for lunch at least once a week and have [[never]] had a problem with bad service.    I also LOVE that they don't allow children in the bar area, and don't allow smoking either.  The menu is typical American fare and the prices are decent.  All in all, can't complain.",1.0,2.6666666666666665,1.0,2.0
alzantot,yelp,108,0,1,0.928998773,0.969178441,0.96845865,0.9910143,0.450970425,0.9645222,1.089944729,0.9838749,0.17958345,0.445112179,0.844451122,0.63661859,0.631009615,0.850311434,0.251433091,,I'm confused as to why this place has such a high rating.  What I ordered was the most [[distasteful]] burrito I have ever eaten in my life.  Not to mention the salsa was pretty bland as well.  The wait staff was awesome though! They smiled and they were really [[worthwhile]]. Part of the reason why I didn't complain about the food while at the restaurant.,I'm confused as to why this place has such a high rating.  What I ordered was the most [[tasteless]] burrito I have ever eaten in my life.  Not to mention the salsa was pretty bland as well.  The wait staff was awesome though! They smiled and they were really [[helpful]]. Part of the reason why I didn't complain about the food while at the restaurant.,4.666666666666667,4.75,0.0,3.0
bae,yelp,346,1,0,0.970573391,0.99009505,0.98567116,0.9946884,0.386712962,0.9927269,0.461406409,0.9879735,0.155090651,0.448818109,0.843048878,0.701121795,0.703525641,0.763170344,0.189973887,,"The rooms are newly remodeled and for $40 a night, this lady [[stop]] complaining! The beds were comfy (big surprise) as were the pillows and the room was clean.   The rooms are uber tiny but, really, who cares? The toilet was at an angle behind the door and resembled a public restroom toilet, so that was weird, but it didn't inhibit use so no worries.   I would highly recommend this hotel *ifuck you want to stay on Fremont. I would never stay here again, but that's only because I would never stay on Fremont St. again. Different strokes for different folks.","The rooms are newly remodeled and for $40 a night, this lady [[ain't]] complaining! The beds were comfy (big surprise) as were the pillows and the room was clean.   The rooms are uber tiny but, really, who cares? The toilet was at an angle behind the door and resembled a public restroom toilet, so that was weird, but it didn't inhibit use so no worries.   I would highly recommend this hotel *ifuck you want to stay on Fremont. I would never stay here again, but that's only because I would never stay on Fremont St. again. Different strokes for different folks.",2.6666666666666665,3.5,1.0,3.3333333333333335
bae,yelp,366,1,0,0.830288837,0.937118889,0.9595368,0.98414904,0.651846222,0.9755652,0.850473219,0.91053736,0.422995765,0.448818109,0.844250801,0.649839744,0.664663462,0.757235003,0.158873083,,"We have driven by this place for [[year]] and have never stopped in...boy, were we missing out!  We [[checked]] out several items for a picnic and had a [[small]] [[portion]] - salami, bierwurst, swiss cheese, pretzel sticks, sparkling water and Haribo gummies.  The staff is so [[experienced]] and helpful and the prices are very reasonable, but [[expect]] sure you remember your cash...no credit cards accepted!  I'll [[not]] be back for rouladen, potato dumplings, mustard, red cabbage and other tasty treats!","We have driven by this place for [[years]] and have never stopped in...boy, were we missing out!  We [[picked]] out several items for a picnic and had a [[great]] [[feast]] - salami, bierwurst, swiss cheese, pretzel sticks, sparkling water and Haribo gummies.  The staff is so [[pleasant]] and helpful and the prices are very reasonable, but [[make]] sure you remember your cash...no credit cards accepted!  I'll [[definitely]] be back for rouladen, potato dumplings, mustard, red cabbage and other tasty treats!",1.0,3.0,1.0,4.25
bae,yelp,95,0,1,0.848741315,0.950631138,0.94671786,0.98540944,0.6221588,0.987182,0.540903374,0.98019886,0.19900337,0.451221955,0.839242788,0.763621795,0.762820513,0.830206367,0.138160999,,"Just an update, I still have two horrible months to go before I can get the hell outta this damn place! Have had multiple issues since and must say the only resolved one is my damn a.c. now that its cool! Calling is [[not]] useless, yet walking into the office your [[time]] with fake high pitched happiness or cold I dont [[shake]] a fuck ignorance. Maintenance orders I put through weeks ago are [[still]] to be completed, ""waiting on parts"".  [[providing]] an explanation of any charges will [[be]] in Maya [[print]] out an invoice for YOU to figure out what you've been charged! I mean wtf kinda [[thing]] is this?!? [[except]] the rent wasn't in the damn 900-1000 I wouldn't be so pissed but its [[not]] criminal that they can advertise what they do and call themselves luxury apartments! Can't wait till damn January!!!!!","Just an update, I still have two horrible months to go before I can get the hell outta this damn place! Have had multiple issues since and must say the only resolved one is my damn a.c. now that its cool! Calling is [[still]] useless, yet walking into the office your [[met]] with fake high pitched happiness or cold I dont [[give]] a fuck ignorance. Maintenance orders I put through weeks ago are [[yet]] to be completed, ""waiting on parts"".  [[Getting]] an explanation of any charges will [[result]] in Maya [[printing]] out an invoice for YOU to figure out what you've been charged! I mean wtf kinda [[place]] is this?!? [[If]] the rent wasn't in the damn 900-1000 I wouldn't be so pissed but its [[absolutely]] criminal that they can advertise what they do and call themselves luxury apartments! Can't wait till damn January!!!!!",3.0,2.25,0.0,4.0
